author,publishedAt,likeCount,text
@zxcuple,2025-04-02T05:00:21Z,0,"Banyak orang yang terjebak logical fallacy dan false dilemma yang akhirnya bias dan ga rasional. Yang di lakukan ai itu men generate gambar yang user upload lalu di rubah gambar tersebut berdasarkan ""pola"" yang telah di pelajari dari gambar ghibli. Karena yang di pelajari adalah pola sehingga ga bisa di katakan mencuri. Kecuali kalo ai mennyematkan karakter  ghilbi yg sudah memiliki ip ke dalam gambar yang di generate itu baru di sebut pencurian karya. Sekarang ada orang orang berdalih kalo art sytle anime itu melekat sama pencipta nya dalam kasus ini ghibli berarti hayo sehingga ai gaboleh pake art ghibli. Sebelum kasus ai ghibli ini viral, tahun 2017 yg lalu ada anime berjudul mary and the witch's flower itu anime gambar nya mirip banget ghibli dari studio ponoc dan review di Myanimelist nya pun bagus 7.2 kok itu ga di permasalahkan oleh netizen yg budiman?padahal itu anime niru gaya ghibli. Dari sini keliatan kalo netizen ini bias terhadap teknologi"
@kamallkuz8857,2025-04-02T04:41:45Z,0,"Tpi ada sisi dimana dia ngomong gamau terapin teknologi ke karyanya, itu masih relevan sm kejadian skrg"
@AdventureSpaceID,2025-04-02T04:33:53Z,1,"Kalo Tidak Perjual Belikan Sih Aman Ae Sih, Ujung²nya Semua Akan Tergantikan. Yang Lama Akan Tergantikan Yang Baru. Pasti Bakal Ada Kerjaan Yang Lain Tinggal Bagaimana Caramu Mengsikapinya."
@hanayuri14,2025-04-02T04:28:05Z,0,"Sebenarnya kita harus membuat regulasi terkait AI ini, karena dengan adanya regulasi lapangan pekerjaan bisa saja tak akan tergantikan sepenuhnya.."
@JERDiEgomezPAPVTVNGAN,2025-04-02T04:27:30Z,0,"Buat lu yang kalo pengen keluar negeri atau DI LUAR NEGERI,apa?si yang lu Lakukan, Mungkin kepikiran LIBURAN dan KEINDAHAN gua nggak tapi apa yang saya bisa MANFAATKAN di sana contoh jualan BARANG, TIDAK ada Modal? KERJASAMA dengan TOKO di sana biar dapat MODAL,ada banyak contoh barang di jual di sana,selain hal itu, contoh lain JUALAN PISANG GORENG kek itu di sana nggak banyak lu bisa MANFAATKAN itu, apalagi lu anak mudah waduh itu lu bisa DAPAT FORTUNER dari hasil di sana bisa lu Pamerin di Indonesia nanti nya,itu barang yang ini jasa contoh BERSIH BERSIH atau apalah inti nya JASA, CONTOH LAIN KERJA sama dengan JASA hanya saja umum,itu lu akan sangat HEBAT nanti nya jadi KEBANGGAAN orang BANYAK"
@Bannings08,2025-04-02T04:25:39Z,0,Stop the slop
@kennethemanuels9303,2025-04-02T04:22:18Z,0,"""Ghibli banget""
Ghoblok itu mah"
@jadilahyuzon1478,2025-04-02T04:18:32Z,0,"Dan bangstnya ada yg jualan jasa ""gambar"" pake chat gpt yg make style gibli ini😂"
@ninungutomo732,2025-04-02T03:57:42Z,0,Aku ghibli kamu ghibli dan semua orang ghoblok
@jow_andrea,2025-04-02T03:57:17Z,0,"Kok banyak sih no, orang yang mindsetnya

Kalo nggak ganteng berarti jelek
Kalo nggak jelek berarti cantik
Kalo nggak kaya berarti miskin
Kalo nggak suka berarti benci

Nggak gitu lah men, semuanya pasti ada yang namanya zona abu-abu. Dan lu gak bisa justifikasi seseorang dengan menyimpulkan lawan kata dari suatu kalimat kaya gitu. Pemikiran dari mana? Soalnya banyak"
@dandykwan,2025-04-02T03:52:44Z,0,"Kesalahan Om Eno dan sialnya ada di bagian konklusi adalah, berharap ke pemerintah 😅"
@danielpras1106,2025-04-02T03:40:40Z,0,Developer ai berkata : Panik kau Dek dek.. 🗿🤙
@belajarngomong,2025-04-02T03:33:19Z,0,"Ghibli Ai itu boleh2 aja, tapi jangan dijadikan komersial dan konten, karna orang yg udah capek2 bikin animasi jadi rugi, mereka bikin capek2 sedangkan orang yang penghasilannya sama kek dia hanya bikin nyuruh ai, dan gk adil cok, bpk gw juga animator harus hati2 itu."
@nurnadhirahsaing6169,2025-04-02T03:30:50Z,0,"""A.I itu sepatutnya menjadi pembantu, bukan pencetus."" Ini adalah kata² dari satu komentar di postingan FB yang membahas tentang penggunaan A.I dalam menghasilkan gambar² dengan style Studio Ghibli. 

Saya suka kata² ini karna sememangnya teknologi A.I itu harus digunakan untuk memudahkan dan membantu urusan manusia, bukan menjadi pencetus sesuatu perkara. Saya gak bilang teknologi A.I itu sempurna, tapi teknologi A.I juga gak 100% buruk. Kayak teknologi² lain di dunia ini, ia punya manfaat tapi sayangnya sering disalahgunakan oleh orang ramai."
@kurogane69,2025-04-02T03:29:50Z,0,"wkwkwkw ngakak beberapa foto meme yg di jadiin AI Ghibli rasanya lucu 
rasanya balik fresh tuh meme 🤣"
@rarindraprakarsa4376,2025-04-02T03:27:46Z,0,"Kira2 kalau Ghibli Saat ini bikin film, apakah org bosan atau tambah berniat lihat? Opini sy sih yg kedua.  Nilai positifnya buat Ghibli dan Miyazaki adalah org jadi tahu mereka. Tadinya yg tau Miyazaki mgkn penggemar serious film2 jepang dan ghibli atau anak2 animasi. Dan ini semua cuma trend singkat. Ngga perlu ada yg dikhawatirkan. Miyazaki mgkn respon keras karena dia old fashioned man dan orangnya strick perfectionist. Dan banyak konten kreator ngangkat ini tanpa ngangkat gimana karya Monalisa, van Gogh, Pixar dll yg jadi ""bulan2an) Ai selama ini."
@animenyeyel,2025-04-02T03:25:15Z,0,"Gue sendiri gak terlalu paham sama masalah ini jadi gak bisa berasumsi atau ngasih pendapat. Tapi emang jengah banget lihat postingan ""ghibli style"" ini"
@hunows,2025-04-02T03:12:09Z,0,"Kemaren bikin konten tktk gue buat foto gue jd ghibli art style tapi manual, dengan tujuan gue cuman pingin refresh dr art style yang biasa gue buat trus di caption gue nulis “kenapa pada pake ai ya, kan kalo mau have fun bisa belajar tuh lineart sama style nya” eh di komenan ada yg berantem debatin soal etika ini"
@yuzuhareii,2025-04-02T03:10:18Z,0,"Gw sebagai artist, gedeg bgt."
@ivanfauzan686,2025-04-02T03:07:15Z,0,"AI tuh gk masalah selama data set nya milik elu, yg di train gambar2 elu. iya emang artslye gk bisa di copyright yg jadi pertanyaan itu data nyolong gk yg di train itu hasil comot2 gk"
@ElSantoso12,2025-04-02T02:58:42Z,0,gak sabar nunggu chatgpt bisa ubah video biasa jadi ala anime ghibli
@Zaelani_FA699,2025-04-02T02:58:36Z,0,"10:50 setuju banget sama perkataan yang beliau berikan, mudah mudahan terjadi"
@rupawanidaman599,2025-04-02T02:58:03Z,0,Emang harusnya ada regulasi tentang per-AI-an ini
@bataragamesstudio,2025-04-02T02:55:01Z,0,"wkwkwkw tp bener klo pake AI jadinya artnya enggak ada soul, sama ky di scene film robocop yang baru, salah satu pasiennya pake tangan robot main gitar, tapi dianya kaya enggak ada soulnya"
@nagisa2-h4q,2025-04-02T02:50:39Z,0,Ayo bang keluarin eno bening yg dulu lagi ❤
@empidangchannel,2025-04-02T02:47:26Z,0,"Gw nyobain bang, cuma gak diupload ke medsos😂"
@MrKudacuki,2025-04-02T02:46:34Z,0,"Gue nggak suka ngikutin trend dan juga belum nyoba fitur ini,,, tpi mnurutku yah nggak apa apa kan ini juga fitur klo nggak mau yah di patenkan dan di ban aja. Gitu aja"
@ivandilim1,2025-04-02T02:38:50Z,0,the next napster sih ini
@Roysi1476,2025-04-02T02:38:11Z,0,Setidaknya mereka(AI) belum sempurna diranah animasi....
@dedikurniawan5061,2025-04-02T02:32:41Z,0,"AI untuk personal use its okay, tapi AI untuk konten yang dimonetisasi atau di iklankan itu something different! 
perusahaan AI sengaja nyuruh masyarakat untuk coba biar AI nya belajar dan makin matang, baru setelah AI dianggap lebih sempurna maka mereka akan jual, bahkan hak cipta mereka juga sedangkan profesional di bidangnya semakin terpuruk.."
@rym6969,2025-04-02T02:28:16Z,0,"udh 3 tahum gw kerja pake Ai tools apapun (bukan chat gpt Ghibli) dan gw memodifikasi hasilnya dengan tangan gw sendiri, yg pakai Ai generated kaya gitu gw rasa kek kurang etika aja pake ghibli style hanya untuk keperluan trend pribadi dan jadi konsumsi publik."
@WarlockGolems,2025-04-02T02:22:36Z,0,"Illustrator2 kenapa harus panik sih, kalo lo emang karyanya bagus mah tetep ga akan hilang harga nya, karya AI emang segimana perfect nya sih? tetepdibandingin sama karya asli artist mah keliatan bedanya. Kalo emang lo seret sekarang mah emang karya lo nya aja yg belum laku aja kalii bukan salah AI"
@ALopyue,2025-04-02T02:08:10Z,0,"Selalu ada celah mungkin kedepannya semua celah bisa keambil karena zaman semakin maju, untuk art gitu selagi ada yang bernostalgia ingin lukisan tinta asli masih oke cuma ya berasa sampingan bukan pekerjaan inti."
@QiuBee01-u5m,2025-04-02T02:06:23Z,0,"sesuatu yg duplikat itu bener2 meresahkan.. seharusnya AI harus punya izin dari apa yg mereka duplikat...sekarang lagu2 pun di yt ada judul2 baru, & sebagai pengguna AI buat music / lagu sendiri buat have fun aja , gw tau semua judul2 itu & lagu2 itu ada hasil AI. jujur agak sebel kalo tau itu AI..."
@WorldLore1543,2025-04-02T01:52:15Z,0,"Wkwkwkwk sumpah ngakak nengok orang indo ni, di luar udah banyak lali ai gen atau buat sesuatu make ai jadi dh biasa aja ai tu. Lah ini di Indonesia banyak yang bangga dan pamer njir bisa buat sesuatu make ai, serius geli dengarnya pas lagi nongkrong depan indomaret malah pamer bisa buat gambar ama video make ai"
@putrinurkhair,2025-04-02T01:50:06Z,10,"5:42 biasanya orang yang menyewa jasa prompting gambar Ghibli adalah orang yang gak ngerti anime dan FOMO. Jadi dia gak tau Ghibli itu apa, yang dia inginkan adalah dia ikut trend foto ""anime""."
@anjaspratama3342,2025-04-02T01:49:03Z,0,"hipokrit banget, kalian setuju sama automation di pabrik yang ngehilangin pekerjaan ribuan orang tapi ngebela AI art abis abisan."
@tayooyat2369,2025-04-02T01:48:43Z,0,"""Banyak pekerjaan yg hilang karna AI"" 
.
.
.
.
.
.
.
.
.
.
Meanwhile:
Open jasa edit Foto Gibli 10k aja

😂😂😂"
@dhanielmanurung3415,2025-04-02T01:48:38Z,0,"aseli wkwk, buka sosmed dimane-mane isinya Ghibli style gedek cok"
@indi6122,2025-04-02T01:47:44Z,0,"Masalahnya AI ini masih program buatan manusia. Dan manusia masih terus ngatur AI ini buat lebih maju, nah misalkan ada orang dari atas yang mau nutup informasi ato nyebar fake news, AI ini bisa jadi alat buat nyebar. Dan bakal banyak orang yang ngira itu hal bener

Gw harap dibuat udang undang tentang AI ini, karena bisa disalah gunakan. Plus kalo semua orang terlalu bergantung sama AI, bakal jadi males, gak ngerti konsep, taunya cuma nanya AI dan semua informasi disana gak dicek lagi"
@AhmadSaputra-or3hd,2025-04-02T01:34:16Z,0,"Dasar standar ganda, filter photo yang dulu ngejatuhin para photosop editor diem diem bae , giliran ghibli baru pada bersuara , dasar manusia, teknologi ya dinikmatin aja, lagian kalo lu pada di zona nyaman semua lu pada bakal stak di sana terus, bagus dong gegara ai ai an ini standar manusia jadi naik, produk yang keluar makin lama jadi makin upgrade"
@YosssID,2025-04-02T01:26:09Z,0,"Penyalahguna AI bisa bikin orang bener-bener males berfikir, males berinovasi, mental tempe. Masyarakat Males berfikir karna hanya mengandalkan aplikasi buatan negara luar saja = masa depan bangsa bobrok."
@AsepMustofaIkhwanulJamil,2025-04-02T01:25:37Z,0,"Kalian masih ingan Tin-Tin art style?
Tidak menjengahkan karena bukan AI, tapi real goresan tangan orang yang belajar menirukan art style"
@wahyuhono0533,2025-04-02T01:18:09Z,0,"Menurut gw mereka yang generete foto mereka dngan style ghibli di ai gw rasa ya karena mereka mengagumi dan merasa emang style animation ghibli emang keren, bukannya mereka mau di bilangin ""gw fans berat ghibli, gw ghibli banget"" gitu"
@aidencrane,2025-04-02T01:13:58Z,0,"klo menurut Bang Eno sendiri, gmn dengan stye art Ai lainya? kan juga pernah pasti lewat di fyp medsos ada yang ngepost kayak karakter anime zoro misalnya dalam berbagai style art anime naruto, demon slayer, jojo , bleach, dsb dengan menggunakan prompt ai juga, tapi itu tidak dipermaslahkan oleh orang orang gtu.... sedangkan baru style ghibli aja yang lagi booming dipake artnya... care to discuss?"
@32zikrialfaiz75,2025-04-02T01:11:15Z,0,"gw pengen ngasih sedikit perpektif sebagai orang yang suka menggambar. Masalah ini sebenarnya bukan masalah hak cipta sebuah artstyle yang ditiru karena artstyle itu abstrak dan berkembang gak kaya nama atau karakter yang bisa dipatenkan tapi bagaimana dengan gambar yang mengandung artstyle? nah disinilah masalahnya, Ai itu menggunakan gambar untuk dipelajari tanpa izin dari yang punya.

Mungkin ada yang bertanya ""lah apa bedanya manusia yang terinspirasi dari artstyle orang lain?"" itu adalah hal yang berbeda , terinspirasi itu seperti kalian mengikuti resep tapi masih menambahkan bahan atau ciri khas kalian sendiri sehingga tercipta inovasi bukan sekedar replikasi. 

Nilai dari sebuah artstyle itu bukan sekedar seberapa indah hasilnya namun ada perjuangan, proses kreatif, struggle di dalamnya yang ketika itu dijiplak secara instan oleh Ai akan sangat mengkhianati nilai dari artstyle itu sendiri. Artstyle itu identitas bagi seniman menjiplaknya tanpa izin itu seperti muka kita dicuri untuk kepentingan orang lain dan disitulah pelanggaran etikanya. 

mungkin ada yang berargumen lagi ""berarti artist harus berinovasi dong masa nyalahin perkembangan teknologi?"" gimana mau inovasi kalau misal semua karya bisa seenaknya direplikasi? jadi ngapain kami berinovasi kalau ujung ujungnya di jiplak juga?. disini ada kekhawatiran bahwa seniman bisa hanya menjadi penyedia data bagi Ai bukan seniman yang benar benar dihargai dan berekspresi.

disini kami sebenarnya tidak anti teknologi cuman kami hanya ingin ada regulasi dan hak untuk mengatur untuk apa karya karya kami digunakan, disini karya kami dijiplak sudahmah secara instan bahkan kami tak mendapatkan benefit apapun atas hal itu."
@mrsedana,2025-04-02T01:11:11Z,0,Menurut ku kenapa ada orang buka kelas promt gibli. Sesimpel orang orang takut salah aja. Karna tidak diajarkan explorasi. Padahal mah diketik aja salah ulangi 😅
@anugrahsaputra-qg1ci,2025-04-02T01:07:00Z,0,Bang ini gambarnya emang lonjong kah.
@ahmadfajrulhaq2524,2025-04-02T01:06:40Z,0,"harusnya sebelum mencantumkan fitur tersebut pihak pembuat AI atau perusahaannya harus izin dulu, dan misalkan ada yang generate pelukis, pemusik, atau pembuat film yang asli dapet komisi dari itu, karena itu harusnya sudah menjadi hak cipta mereka sebagai seniman"
@Cahganteng-x2t,2025-04-02T01:04:18Z,0,"5:46 tapi emang gitu bang, ada temenku kerjaannya manajer level lah di jakarta, dia bener bener polos nanyain how to nya, kujelasin pelan pelan, bahkan ketika w bohong “nih w bikin kelasnya sekalian” dia mau ikut. kocaaakkkk. trus w jelasin “lu kalo bingung dan gapuas ama penjelasan w, lu tanyain apapun kebingungan lo ke gpt. udah pasti dia jawab, termasuk how to bikin promp buat dia sendiri” 😂😂😂"
@dianpriyambudi,2025-04-02T01:04:16Z,0,"Sementara deepseek dituduh distilling, open ai sejak dari dulu mencuri HAKI untuk learning modelnya 👏🏼"
@undead6868,2025-04-02T01:02:36Z,0,sayangnya style itu gak bisa di copyright
@Sub-gi9dt,2025-04-02T00:54:56Z,0,Bang bahas speed ketemu cosplayer (parodi mim)rasis dan sikap orang cn ke issue tsb dong.
@foxych1211,2025-04-02T00:43:18Z,0,"Dalam seni yang ga bisa di protect itu emang artstyle sama pose, tapi kalo kasus nya kek ghibli, mereka bisa nuntut ai nya"
@rifqiazharpradiasta374,2025-04-02T00:41:29Z,0,"Menurut gua, penggunan ai buat sekarang bisa digunakan hanya untuk mendapatkan referensi aja dari apa yang lu ingin buat."
@NoiNoaru,2025-04-02T00:40:05Z,30,"Tbh aku sama kek bang Eno, ga benci AI tpi concern sama kemampuan duplicatenya. (bakal agak panjang nih)

Dari yang kuperhatiin di kolom komentar IG yg bahas masalah ini kasus ini bisa dibagi jadi 2 pendapat, adanya AI art ini bisa kenalin ghibli ke org awam atau AI ini bisa merusak pasar dari ghibli karena ciri khasnya yang jadi iconic ternyata udah bisa dipakai semua orang. 
Menurutku untuk sekarang mungkin belum begitu terasa karena artstyle memang ga punya copyright. Tpi ga menutup kemungkinan orang2 kedepannya bisa bikin animasi dgn artstyle, BGM, atau yg lainnya tanpa campur tangan studio ghibli ataupun studio lain. Nah ini yang jadi masalah.

Aku sendiri pernah coba2 generate gambar AI dan aku yakin beberapa artist juga ada yg manfaatkan AI buat nyari inspirasi. 
Kesimpulan dari aku, menurutku generate2 gambar AI begini seharusnya hanya boleh dipakai untuk cari inspirasi sama ilustrasi kasar sebelum idenya dilemparin ke artist atau digambar sendiri (Alat bantu berpikir, ga boleh terlalu sempurna). 
Tapi masalahnya AI itu kan learning terus & ngambil data sample yang dia temuin di internet, sementara seluruh digital art orang2 itu di post dalam internet. 
Alhasill gambar generate AI ini malah byk dipake utk komersil atau publikasi umum sebagai tren masa kini & berpotensi ngerusak mata pencaharian para artist. 

Klo aku sih ya Kalau bisa komis, komislah. Kalau mau generate, jangan dipake utk publishing/komersil. Moga kedepannya ada hukum internasional soal AI yang ngatur ketat soal ini.
Intisari dari art itu sendiri kan karya berpikir, kreativitas, imajinasi, dan ekspresi DARI MANUSIA atau MAKHLUK HIDUP. Jadi kalau industri kreatif sampe dibikin oleh AI ya ga ada bedanya sama produk PRODUKSI MASAL."
@daffamahaldika9949,2025-04-02T00:34:40Z,0,pendapat kalian gimana anak cosplyer phtony malah AI gibli baik yg cosplayer atau anak anak Event ?
@sheinnseiyan,2025-04-02T00:28:36Z,0,tergibli gibli maka open komis 10K 
@adisasmita8158,2025-04-02T00:19:05Z,0,"gw dulu amazed sih sama generate gambar ai tapi 2022 lalu, sekarang udah meh.. ya kyknya org2 yg ngikutin trend gibli ini juga suatu saat juga akan meh.."
@muh.andianto,2025-04-01T23:55:39Z,0,"dari semua permasalahan hidup yang ada di muka bumi ini (kanker, kemisikinan, masalah iklim, perang), tech bro AI memilih untuk generating gambar"
@atriafire,2025-04-01T23:46:17Z,0,"boro"" fto keluarga di ghibli in 🗿
keluarga aja nggak punya"
@huawei-id,2025-04-01T23:29:38Z,0,Ya elu kan mah anime bokep dandadannn aja dibilang bagus 😂
@ghalam16,2025-04-01T23:11:41Z,0,Marketing ghibli😂
@derandmusic,2025-04-01T23:04:43Z,0,"Kemaren sempet nonton berita di TVRI yang notaben nya lembaga penyiaran milik negara, agak merinding geli pas nonton penyiar beritanya pake A.I 😂 sedih sih, yang jelas kedepannya makin banyak pengangguran dan penganggurannya bisa jadi user maniac A.I itu sendiri kish kish kish 😅"
@assepm,2025-04-01T22:47:58Z,0,"mirisnya lagi ada akun creative agency yang post pake ai, dan dia pasang bio nya ""CREATIVE LAB"" gue tau tujuan nya riding the wave tapi ga gitu juga caranya"
@fahlevisix,2025-04-01T22:40:42Z,0,Bang Eno bahas voice actor genshin impact rame nge bully voice actor terbaru setelah mereka mogok kerja 6 bulan
@cryolynxid,2025-04-01T22:22:13Z,0,"Sebenernya kita yang menentang bukan anti AI sama sekali, cuman harusnya generating images dari AI ini harusnya ada regulasi khusus ato lewat subscribed / paid content
Kayak kasus ghibli ini, harusnya openAI mengharuskan bayar buat yang mau generate, jadi Studio Ghibli dapet komisi
Tapi pelik jg sih kalo diliat dari sisi bisnis huhu"
@CumaTukangKomen,2025-04-01T22:12:01Z,0,"Yah Seperti Itulah ""Distrupsi Teknologi""
Kedepan Efek Distrupsi Itu Akan Semakin Masif dan Menelan Banyak Korban ...

Mari Kita Semakin Adaptif & Banyak Belajar ...
Agar Kita Tidak Menjadi Korban ...."
@Bobby59452,2025-04-01T22:08:48Z,0,pada akhirnya gua cuman benci sama orang orang fomo gibli lebaran
@faturgaming69,2025-04-01T22:05:16Z,0,aku wumbo
@honeyntea139,2025-04-01T22:03:49Z,0,pokonya semua yg pake AI gini buat art should rot in hell
@AdityaRizkiRamadhan-x5q,2025-04-01T21:47:43Z,0,Awalnya pengen ikutan karena kukira gratis tapi setelah tahu bahwa ini harus upgrade ke yang 4.0 dengan bayar ini sudah menjadi hal yang lebih salah dari pada sekitar etika karena pasti banyak orang yang beli itu ubtuk generate
@reasky74,2025-04-01T21:18:36Z,0,"Kesampingkan masalah AI nya. Masalah utamanya adalah ke FOMO an orang2 awam yg ngikuti trend ini. Sikap mereka yg gak tau seni, gak tau Ghibli, bahkan baru tau AI, udah merasa si paling paham masalah ini."
@Heruman15,2025-04-01T21:18:15Z,0,"Yang masih membuatku bingung adalah, ini kan bisa sampai kayak gini butuh data banyak buat traning A.I ny, nah dapet data nya itu gimana dan darimana ?"
@m.isamario3214,2025-04-01T21:06:52Z,0,gua sering  liat add : teach AI to get money. iya elu dapet duit ngajarin ai setelah ai nya bisa skill yang elu ajarin abis itu elu ga dipake lagi.
@Danish-bx1rc,2025-04-01T20:51:38Z,0,Meanwhile reza auditore A.I (aseli itu)
@4N4NG_R480,2025-04-01T19:56:26Z,0,"Permasalahan sama OpenAI yang bikin ane greget banget.

- CEOnya munafik Deepseek pake datanya marah-marah ampe neken pemerintah buat regulasi buat AI. Tapi kelakuanya juga sama Nyolong karia Ghibli buat ngetraining AInya.
- Ibarat ngasih pistol ke tiap orang ni perusahaan gak peduli dampak yang mereka buat dari bikin ghibli AI ke public. Mereka ngebunuh orang yang pengen belajar gambar dengan ngasih AI ke semua orang tanpa kecuali.

Ane gak anti banget ama AI kalo cuma buat (brainstorming ide, proof of concept buat ngetes sebelom dibuat beneran, mockup sementara maupun permanent selama karya designernya lebih menonjol)

Dan lucunya mereka aja masih ngerugi OpenAI gak mau gitu lebih ke segmented kaya software-software kerja yang jelas uangnya lebih banyak dari pengguna smartphone yang langganan aplikasi aja mikir-mikir. Yang diuntungin sama trend AI ini doang mah cuma NVDIA ampe mereka bukan fokys ke produk PC gaming.

Ni moga aja AI bubble bisa cepet selesai orang orang terlalu overhyped ama teknologi baru ini ampe semua produk harus pake AI. Eneg jirr buka Pc AI, nonton TV AI, Pudato pemerintah AI, Buka sosmed AI, nyari refrensi buat gambar AI."
@davidgumbira,2025-04-01T19:39:54Z,0,Plot twist ternyata ini konspirasi marketing dari studio Ghibli sendiri 🤓 masih on going
@lamotae,2025-04-01T19:34:00Z,0,"seni di indonesia aja blum dihargai eh AI udah muncul ,  jelas artist lokal masa depan suram"
@redrage4162,2025-04-01T19:21:38Z,0,"Chatgpt ghibli adalah sedikit puncak gunung es.. Dibawahnya ada elite global , alien dan paling dasarnya ada eno bening.."
@supri-d5k,2025-04-01T19:01:21Z,0,"Benar kata bang Eno, itu komentar Miazaki bahkan kayaknya sebelum ada chatGPT"
@oddoA77s,2025-04-01T18:53:50Z,0,"Yaa gua seneng pake Ai Ghibli, dan gua gak peduli para kontra sama Ai Ghibli  🤪"
@bungokki7567,2025-04-01T18:48:26Z,0,cangkeman no
@NishinaSantsu,2025-04-01T18:46:41Z,1,"Saya umur 16 sekolah animasi dan tim kami lagi mati2 an ikut project lomba animasi Museum Ranggawarsita Semarang, dan itu aja yang belum seberapa udah capeeeeekkkkkk banget! Ngga kebayang Pak Miyazaki yang seumur hidupnya bikin animasi Ghibli, secapek apa dan sefrustasi apa bikinnya dan tiba2 di zaman ini karyanya dipake AI"
@yukiko_5051,2025-04-01T18:43:30Z,0,"Ironisnya semenjak fiasco AI ini angka pencarian google terkait Gibhli melejit naik, bahkan orang yang tidak tahu ghibli malah sekarang tahu. Bayangkan deh kalau studio itu merilis film baru lagi, sudah terjamin laku tuh 😂"
@IryanDAno,2025-04-01T18:14:56Z,0,IDF (tentara isriil) ngepost foto gambar gibli ai. monggo yg mau ikutan. zehahaha
@shinryuzee,2025-04-01T18:12:18Z,5,"Pemerintah pake AI : ""sekelas pemerintah pake AI padahal banyak animator dari indo, apalah pemerintah ga modal pasti duit buat iklannya di korupsi""

Masyarakat pake AI : ""wah ladang bisnis😋""

Cuh makan ludah sendiri ntar kalo author aslinya bakal nyuruh ganti rugi karna hak cipta jangan kabur ye, mau lu hasil pake jasa orang yg modal rebahan pake AInya atau lu bikin sendiri pake AInya tanggung jawab, ingat mau pelukis atau animator pasti punya hak cipta, apalagi sekelas author yg udah besar namanya😂"
@bubblegum-i3f,2025-04-01T18:11:58Z,62,"Illustrator here ✋🏼 udh 5 thn aku ngefreelance & aku bisa bilang, artists2 muda jgn pesimis ya, convention di luar sana BANYAK BANGET yg ngeban AI gen images (especially Comic con usa & Dokomi di jerman), setauku EU juga udh ngeluarin uu Gen AI, no one want buying AI trash images in art community, it’s disgusting, so don’t worry too much and keep open commissions internationally 💕"
@drone5697,2025-04-01T18:10:41Z,8,"AI generate itu pasti dilatih, nah caranya yang jadi masalah, mereka ngambil gambar2 yang ada di internet yang pastinya ga dapet permission dari ""artist"" nya, intinya mereka maling gambar buat ngasih makan mesin mereka tanpa izin pembuatnya"
@Naa_val,2025-04-01T18:04:42Z,0,bang ada loh yang klaim SMK digital nomor 1 di nganjuk tapi video promosinya full AI ghibli
@eyenero3448,2025-04-01T18:04:01Z,0,"Menurut gw ai dibuat seharusnya tidak menggantikan pekerjaan dan memang ga bisa menggantikan pekerjaan manusia. Contoh sebelumnya kerja sebagai video editor/design grafis/ilustrator, karena ad ai, kita akan menjadi creative directornya

Kalau perspektifnya dr perusahaan, kalau ada ai bukan memecat karyawannya tapi menambah kualitas atau kuantitas output produk/jasa

Correct me if Im wrong"
@FathurrahmanHernandaKhasan,2025-04-01T18:03:52Z,0,Tinggal nunggu bom waktu aja inget kata kataku
@vhgore,2025-04-01T17:43:15Z,0,2:44 disclaimer mulu no wkwk
@ravielian6718,2025-04-01T17:26:18Z,35,"Waktu SMK gw pernah ada kelas Live drawing dengan objek temen sekelas sendiri. Dan guru gua bilang gini :

 *""Kalo mau gambar lu bagus, fokus lah sama objek nyatanya, jangan fokus sama hasil gambar temen lu yang jago. Dengan lu fokus sama objek nyatanya, kualitas gambar yg lu hasilkan akan mengejar objek nyatanya. Disisi laen, kalo lu fokus sama hasil gambar temen lu yg jago, maka kualitas gambar lu akan dibawah temen lu.""*

Ini yg gw tangkep, Miyazaki beserta staff senimannya berusaha menuangkan segala keringat, dedikasi mereka untuk menghasilkan sebuah film animasi masterpiece yang diakui oleh banyak orang. (yaiyalah, menang Oscar 2x), karena apapun yg Miyazaki lakukan, dia pasti observing, belajar, brainstorming, dan segala proses kreatifnya dari real life untuk mencapai sebuah titik dimana karyanya diapresiasi sebagai sebuah masterpiece. Dan they did.

Disisi lain, AI hanya sebuah database yang gathering data untuk digenerate yang bisa dilakukan oleh banyak orang, tanpa harus melewati proses kreatif tersebut. Namun hasilnya hanya akan dilihat sebagai gambar *""yang bagus""* oleh banyak orang, bukan sebegai karya film² masterpiece Miyazaki.

Jadi menurut gw sebagus apapun gambar yang dihasilkan oleh AI, orang² sebatas melihat gambar itu sebagai gambar Mass produce dengan hasil yang oke, dan orang yang menikmati gambar generate itu, hanya sebatas Mass consumerism.

Surely mobil Ferrari dengan segudang histori balap dan feel berkendaranya disandingin dengan mobil ekonomi mass produce kaya Toyota Agya. Surely theyre not the same.

Andaikan Andy Warhol masih hidup sekarang pun kayanya beliau akan ngangkat AI sebagai subjek sindiran lewat karyanya."
